Geneid 	 Lymph_1 	 Lymph_2 	 Myelo_1 	 Myelo_2
ANKRD20A11P 	 0 	 2 	 1 	 1
LOC105377134 	 4 	 12 	 10 	 6
LIPI 	 1 	 1 	 2 	 5
RBM11 	 4 	 20 	 21 	 0
ABCC13 	 8 	 29 	 0 	 27
HSPA13 	 513 	 640 	 668 	 781
LOC105369304 	 0 	 12 	 5 	 5
LOC124905053 	 0 	 0 	 5 	 1
SAMSN1 	 103 	 115 	 1001 	 787
SAMSN1-AS1 	 0 	 0 	 1 	 0
LOC105372738 	 0 	 1 	 0 	 0
LOC124905054 	 0 	 0 	 0 	 0
LINC02246 	 314 	 483 	 76 	 182
NRIP1 	 4444 	 8245 	 1436 	 2540
LOC107985483 	 20 	 17 	 0 	 0
LOC124905047 	 0 	 2 	 0 	 0
LOC105369292 	 2 	 2 	 0 	 0
LOC101927745 	 1745 	 939 	 60 	 7
LOC124905055 	 6 	 11 	 0 	 0
LOC105369302 	 48 	 42 	 25 	 1
LOC124905056 	 8 	 39 	 0 	 0
LOC124905073 	 0 	 0 	 0 	 0
USP25 	 596 	 1220 	 1225 	 1100
MIR99AHG 	 0 	 3 	 5 	 0
SNORD74B 	 0 	 0 	 0 	 0
MIR99A 	 0 	 0 	 0 	 0
MIRLET7C 	 0 	 0 	 0 	 0
MIR125B2 	 0 	 0 	 0 	 0
LOC124904998 	 0 	 0 	 0 	 0
LOC105372740 	 0 	 1 	 0 	 0
LOC107985511 	 0 	 0 	 0 	 0
LINC01549 	 0 	 0 	 0 	 0
TRG-GCC1-5 	 0 	 0 	 0 	 0
CXADR 	 6 	 11 	 1 	 9
BTG3 	 19 	 158 	 54 	 48
BTG3-AS1 	 0 	 0 	 0 	 0
LOC124904999 	 0 	 0 	 0 	 0
LOC124900465 	 0 	 10 	 15 	 5
C21orf91-OT1 	 0 	 1 	 1 	 0
C21orf91 	 107 	 671 	 1152 	 846
CHODL-AS1 	 0 	 0 	 0 	 0
CHODL 	 1 	 11 	 3 	 4
LOC124905000 	 0 	 1 	 0 	 0
TMPRSS15 	 1 	 7 	 2 	 0
MIR548XHG 	 0 	 0 	 0 	 0
MIR548X 	 0 	 0 	 0 	 0
LOC107985490 	 0 	 0 	 0 	 0
LOC124905048 	 0 	 0 	 0 	 0
LINC01683 	 0 	 0 	 0 	 0
LOC105372745 	 0 	 0 	 0 	 0
LINC02573 	 0 	 57 	 0 	 0
LINC00320 	 0 	 0 	 0 	 0
LOC124905057 	 0 	 0 	 0 	 0
NCAM2 	 20 	 19 	 0 	 12
LINC00317 	 0 	 0 	 0 	 0
LINC01425 	 0 	 0 	 0 	 0
LINC01687 	 0 	 0 	 0 	 0
LINC00308 	 0 	 0 	 0 	 0
LOC107985508 	 0 	 0 	 0 	 0
LOC107985494 	 0 	 0 	 0 	 0
MIR6130 	 0 	 0 	 0 	 0
D21S2088E 	 0 	 0 	 0 	 0
LOC105372747 	 0 	 0 	 0 	 0
LOC107985512 	 0 	 0 	 0 	 0
LOC105372749 	 0 	 1 	 0 	 0
LOC105372750 	 0 	 0 	 0 	 0
LINC01689 	 0 	 0 	 0 	 0
LINC01684 	 37 	 28 	 53 	 48
LINC01692 	 0 	 1 	 0 	 0
LOC107985516 	 0 	 0 	 0 	 0
LINC00158 	 1 	 1 	 1 	 0
LOC105372753 	 0 	 1 	 0 	 1
MIR155HG 	 182 	 33 	 55 	 76
MIR155 	 0 	 0 	 0 	 0
LINC00515 	 3 	 0 	 1 	 2
MRPL39 	 123 	 92 	 100 	 125
JAM2 	 29 	 13 	 3 	 7
LOC124905001 	 7 	 5 	 1 	 9
LOC124905002 	 14 	 4 	 3 	 5
ATP5PF 	 194 	 184 	 117 	 162
GABPA 	 789 	 702 	 572 	 824
LOC105372757 	 0 	 0 	 0 	 0
LOC105372756 	 0 	 0 	 0 	 0
APP 	 2576 	 873 	 2692 	 2875
LOC124900466 	 6 	 3 	 1 	 13
CYYR1-AS1 	 0 	 0 	 0 	 0
LOC105372758 	 0 	 1 	 0 	 0
LOC107985474 	 0 	 0 	 0 	 0
CYYR1 	 10 	 26 	 80 	 31
ADAMTS1 	 10 	 15 	 4 	 11
LOC105372760 	 0 	 0 	 0 	 0
ADAMTS5 	 14 	 15 	 0 	 21
MIR4759 	 0 	 0 	 0 	 0
LOC124905050 	 0 	 0 	 0 	 0
LOC102724355 	 0 	 0 	 0 	 0
LOC105372759 	 0 	 0 	 0 	 0
LOC124905003 	 0 	 0 	 0 	 0
LOC105372762 	 0 	 2 	 0 	 0
LINC01673 	 0 	 0 	 0 	 0
LINC00113 	 0 	 0 	 0 	 0
LINC00314 	 0 	 0 	 0 	 0
LINC01697 	 0 	 0 	 0 	 0
LINC01695 	 0 	 0 	 0 	 0
LINC00161 	 0 	 0 	 0 	 1
N6AMT1 	 200 	 86 	 79 	 157
LOC124905004 	 0 	 0 	 0 	 0
LTN1 	 0 	 0 	 0 	 0
LOC105372766 	 0 	 0 	 0 	 0
RWDD2B 	 0 	 0 	 0 	 0
LOC124905005 	 0 	 0 	 0 	 0
USP16 	 0 	 0 	 0 	 0
CCT8 	 0 	 0 	 0 	 0
MAP3K7CL 	 0 	 0 	 0 	 0
LOC105372767 	 0 	 0 	 0 	 0
LOC124905065 	 0 	 0 	 0 	 0
LINC00189 	 0 	 1 	 0 	 0
LOC124905007 	 0 	 3 	 2 	 0
LOC105369299 	 31 	 31 	 62 	 39
BACH1 	 841 	 1040 	 3112 	 2497
BACH1-IT2 	 1 	 2 	 2 	 7
LOC124905071 	 0 	 0 	 0 	 0
LOC107985486 	 19 	 17 	 35 	 35
LOC105372770 	 0 	 0 	 0 	 0
BACH1-IT3 	 0 	 0 	 0 	 0
GRIK1 	 12 	 12 	 17 	 25
LOC124905006 	 4 	 5 	 4 	 7
LOC105372768 	 0 	 0 	 0 	 2
GRIK1-AS2 	 1 	 1 	 1 	 1
GRIK1-AS1 	 1 	 0 	 0 	 0
CLDN17 	 0 	 1 	 0 	 0
LINC00307 	 0 	 0 	 0 	 0
CLDN8 	 0 	 0 	 0 	 0
KRTAP24-1 	 0 	 0 	 0 	 0
KRTAP25-1 	 0 	 0 	 0 	 0
KRTAP26-1 	 0 	 0 	 0 	 0
KRTAP27-1 	 0 	 0 	 0 	 0
KRTAP23-1 	 0 	 0 	 0 	 0
KRTAP13-2 	 0 	 0 	 0 	 0
MIR4327 	 0 	 0 	 0 	 0
LOC105372772 	 0 	 0 	 0 	 0
KRTAP13-1 	 0 	 0 	 0 	 0
KRTAP13-3 	 0 	 0 	 0 	 0
KRTAP13-4 	 1 	 0 	 0 	 0
KRTAP15-1 	 0 	 0 	 0 	 0
KRTAP19-1 	 0 	 0 	 0 	 0
KRTAP19-2 	 0 	 0 	 0 	 0
KRTAP19-3 	 0 	 0 	 0 	 0
KRTAP19-4 	 0 	 0 	 0 	 0
KRTAP19-5 	 0 	 0 	 0 	 0
KRTAP19-6 	 0 	 0 	 0 	 0
KRTAP19-7 	 0 	 0 	 0 	 0
KRTAP22-2 	 0 	 0 	 0 	 0
KRTAP6-3 	 0 	 1 	 0 	 0
KRTAP6-2 	 0 	 0 	 0 	 0
KRTAP22-1 	 0 	 0 	 0 	 0
KRTAP6-1 	 0 	 0 	 0 	 0
KRTAP20-1 	 0 	 0 	 0 	 0
KRTAP20-4 	 0 	 0 	 0 	 0
KRTAP20-2 	 0 	 0 	 0 	 0
KRTAP20-3 	 0 	 0 	 0 	 0
LOC105372773 	 3 	 0 	 0 	 0
KRTAP21-3 	 0 	 0 	 0 	 0
KRTAP21-2 	 0 	 0 	 0 	 0
KRTAP21-1 	 0 	 0 	 0 	 0
KRTAP8-1 	 0 	 0 	 0 	 0
KRTAP7-1 	 0 	 0 	 0 	 0
KRTAP11-1 	 0 	 0 	 0 	 0
LOC105372776 	 0 	 0 	 0 	 0
LOC105372775 	 0 	 0 	 0 	 0
LOC105372774 	 0 	 0 	 0 	 0
KRTAP19-8 	 0 	 0 	 0 	 0
TIAM1 	 972 	 121 	 143 	 96
LOC105372777 	 0 	 0 	 0 	 1
TIAM1-AS1 	 15 	 7 	 1 	 1
LOC107985488 	 0 	 0 	 0 	 0
SOD1 	 440 	 331 	 292 	 394
LOC124900469 	 4 	 3 	 2 	 8
SCAF4 	 1190 	 832 	 966 	 1114
LOC124905008 	 8 	 4 	 3 	 6
HUNK 	 61 	 9 	 1 	 0
LINC00159 	 0 	 0 	 0 	 0
MIS18A 	 181 	 183 	 111 	 150
MIS18A-AS1 	 13 	 5 	 5 	 4
MRAP 	 0 	 1 	 0 	 1
LOC124905009 	 0 	 0 	 1 	 2
MRAP-AS1 	 5 	 7 	 0 	 6
URB1 	 1286 	 1134 	 506 	 1272
SNORA80A 	 0 	 0 	 0 	 0
URB1-AS1 	 31 	 29 	 28 	 14
EVA1C 	 125 	 151 	 8 	 10
CFAP298-TCP10L 	 4 	 4 	 0 	 1
TCP10L 	 0 	 0 	 0 	 0
CFAP298 	 190 	 54 	 55 	 78
SYNJ1 	 685 	 336 	 809 	 626
LOC124905011 	 2 	 4 	 4 	 5
PAXBP1-AS1 	 53 	 80 	 102 	 124
PAXBP1 	 777 	 679 	 595 	 775
LOC124905010 	 220 	 389 	 366 	 473
C21orf62-AS1 	 0 	 0 	 0 	 0
C21orf62 	 0 	 0 	 0 	 0
LOC124900470 	 0 	 0 	 0 	 0
LOC124905012 	 0 	 0 	 0 	 0
LOC105377136 	 0 	 0 	 0 	 2
LINC01690 	 0 	 0 	 0 	 0
OLIG2 	 0 	 0 	 0 	 29
LINC00945 	 0 	 0 	 1 	 4
OLIG1 	 0 	 4 	 42 	 396
LOC101928107 	 0 	 0 	 0 	 0
LINC01548 	 0 	 0 	 0 	 0
LOC105372787 	 0 	 0 	 0 	 0
IFNAR2 	 689 	 351 	 1041 	 1090
IL10RB-DT 	 9 	 14 	 47 	 49
IL10RB 	 468 	 236 	 965 	 856
IFNAR1 	 739 	 473 	 1341 	 1187
IFNGR2 	 13 	 12 	 34 	 39
TMEM50B 	 0 	 0 	 0 	 0
DNAJC28 	 0 	 0 	 0 	 0
GART 	 897 	 660 	 645 	 841
SON 	 4784 	 7476 	 6512 	 7625
MIR6501 	 0 	 0 	 0 	 0
DONSON 	 647 	 194 	 273 	 226
CRYZL1 	 106 	 155 	 124 	 153
ITSN1 	 258 	 388 	 167 	 405
ATP5PO 	 298 	 321 	 220 	 279
LINC00649 	 8 	 27 	 44 	 37
LOC124905013 	 0 	 0 	 0 	 0
LOC101928126 	 15 	 23 	 9 	 10
LOC105372790 	 0 	 3 	 1 	 1
LOC105372789 	 0 	 1 	 7 	 3
MRPS6 	 466 	 154 	 151 	 226
SLC5A3 	 2415 	 2020 	 1338 	 2007
LINC00310 	 17 	 5 	 7 	 1
KCNE2 	 0 	 1 	 0 	 0
LOC105372791 	 0 	 0 	 0 	 0
SMIM11 	 0 	 0 	 0 	 0
C21orf140 	 0 	 0 	 0 	 0
LOC105372793 	 0 	 0 	 0 	 0
SMIM34 	 0 	 0 	 0 	 0
KCNE1 	 3 	 1 	 136 	 41
LOC124900475 	 0 	 0 	 0 	 0
RCAN1 	 2036 	 708 	 555 	 566
CLIC6 	 4 	 7 	 5 	 1
LINC00160 	 0 	 0 	 0 	 0
LOC107985515 	 0 	 0 	 0 	 0
LINC01426 	 5 	 5 	 6 	 3
RUNX1 	 2432 	 2093 	 3403 	 4456
LOC124905014 	 20 	 57 	 41 	 107
LOC112267915 	 83 	 372 	 218 	 421
RUNX1-IT1 	 24 	 52 	 13 	 41
LOC124905015 	 0 	 0 	 0 	 0
LOC100506403 	 0 	 0 	 0 	 0
MIR802 	 0 	 0 	 0 	 0
PPP1R2P2 	 0 	 0 	 0 	 2
LOC101928269 	 0 	 0 	 0 	 6
LINC01436 	 2 	 0 	 2 	 341
SETD4 	 514 	 402 	 289 	 313
CBR1-AS1 	 0 	 2 	 7 	 1
CBR1 	 107 	 63 	 223 	 160
LOC105369306 	 0 	 0 	 1 	 0
CBR3-AS1 	 7 	 10 	 26 	 13
CBR3 	 32 	 11 	 23 	 9
DOP1B 	 257 	 263 	 1429 	 1369
LOC124905016 	 2 	 0 	 4 	 1
LOC124905072 	 0 	 0 	 0 	 0
MORC3 	 710 	 800 	 1307 	 1211
CHAF1B 	 441 	 211 	 293 	 291
CLDN14-AS1 	 1 	 0 	 4 	 1
CLDN14 	 1 	 0 	 0 	 0
LOC105369308 	 8 	 7 	 0 	 0
SIM2 	 1 	 2 	 0 	 0
LOC107985492 	 0 	 0 	 0 	 0
HLCS 	 281 	 456 	 348 	 411
LOC105369305 	 18 	 52 	 23 	 21
HLCS-AS1 	 8 	 11 	 9 	 9
RIPPLY3 	 60 	 37 	 6 	 11
LOC124905017 	 6 	 2 	 1 	 3
PIGP 	 69 	 145 	 40 	 72
TTC3 	 1941 	 2916 	 1343 	 2817
TTC3-AS1 	 0 	 0 	 1 	 2
DSCR9 	 3 	 3 	 7 	 4
VPS26C 	 703 	 577 	 1069 	 1053
LOC124905018 	 0 	 3 	 0 	 0
LOC124905019 	 0 	 0 	 0 	 1
DYRK1A 	 2171 	 2725 	 2069 	 2532
LOC105372797 	 5 	 23 	 9 	 8
LOC105372798 	 25 	 20 	 28 	 15
KCNJ6 	 2 	 4 	 0 	 0
KCNJ6-AS1 	 5 	 24 	 0 	 0
LOC101928368 	 154 	 1 	 4 	 1
DSCR4 	 0 	 0 	 0 	 0
DSCR8 	 0 	 1 	 0 	 0
LOC124905020 	 1 	 1 	 0 	 0
LOC124905070 	 0 	 0 	 0 	 0
DSCR10 	 0 	 0 	 0 	 0
KCNJ15 	 80 	 50 	 2 	 113
LOC105372801 	 0 	 2 	 0 	 6
LINC01423 	 0 	 2 	 0 	 1
LOC107985513 	 0 	 1 	 0 	 1
ERG 	 3863 	 3434 	 1382 	 1795
LOC105372802 	 2 	 16 	 1 	 1
LINC00114 	 50 	 41 	 4 	 5
LOC107985480 	 14 	 0 	 2 	 0
ETS2 	 2779 	 2406 	 2286 	 2399
LOC101928398 	 0 	 0 	 0 	 0
LOC400867 	 0 	 1 	 0 	 0
LINC01700 	 0 	 0 	 1 	 2
LINC02940 	 84 	 9 	 136 	 115
LINC02943 	 2 	 0 	 7 	 3
PSMG1 	 219 	 128 	 137 	 169
BRWD1 	 1562 	 2811 	 1612 	 1875
BRWD1-AS2 	 21 	 15 	 6 	 7
BRWD1-AS1 	 4 	 2 	 3 	 1
HMGN1 	 1520 	 1702 	 1186 	 1226
LOC124905074 	 54 	 38 	 31 	 27
LOC105372804 	 1 	 0 	 1 	 0
GET1-SH3BGR 	 0 	 0 	 0 	 0
GET1 	 109 	 87 	 71 	 90
LCA5L 	 5 	 18 	 9 	 12
SH3BGR 	 1 	 2 	 5 	 2
MIR6508 	 0 	 0 	 0 	 0
B3GALT5-AS1 	 0 	 0 	 0 	 0
B3GALT5 	 0 	 0 	 0 	 0
LOC107985499 	 0 	 0 	 0 	 0
IGSF5 	 0 	 0 	 0 	 0
LOC107985500 	 0 	 0 	 0 	 0
PCP4 	 0 	 0 	 0 	 0
DSCAM 	 0 	 0 	 0 	 0
MIR4760 	 0 	 0 	 0 	 0
DSCAM-AS1 	 0 	 0 	 0 	 0
LOC105369294 	 0 	 0 	 0 	 0
LOC124900473 	 0 	 0 	 0 	 0
DSCAM-IT1 	 0 	 0 	 0 	 0
LINC00323 	 0 	 0 	 0 	 1
MIR3197 	 0 	 0 	 0 	 0
BACE2 	 42 	 41 	 52 	 102
PLAC4 	 1 	 5 	 2 	 0
FAM3B 	 0 	 0 	 2 	 0
MX2 	 204 	 252 	 2633 	 933
MX1 	 863 	 818 	 3720 	 819
TMPRSS2 	 0 	 0 	 0 	 0
LOC124905021 	 0 	 0 	 0 	 0
LOC124900472 	 0 	 0 	 0 	 0
LOC105372809 	 0 	 0 	 0 	 0
PCSEAT 	 0 	 0 	 0 	 0
LOC105372812 	 0 	 1 	 0 	 0
LOC107985478 	 0 	 1 	 0 	 1
LOC105372813 	 0 	 1 	 0 	 0
LINC00111 	 0 	 0 	 0 	 0
LINC00479 	 0 	 0 	 0 	 0
LINC00112 	 0 	 0 	 0 	 0
RIPK4 	 2 	 165 	 0 	 0
MIR6814 	 0 	 0 	 0 	 0
LOC102724800 	 0 	 6 	 1 	 0
PRDM15 	 385 	 507 	 403 	 662
C2CD2 	 72 	 350 	 385 	 631
SNORA91 	 0 	 1 	 1 	 1
ZBTB21 	 123 	 739 	 570 	 411
ZNF295-AS1 	 0 	 0 	 0 	 0
LOC107985502 	 0 	 2 	 0 	 1
UMODL1 	 5 	 43 	 108 	 471
UMODL1-AS1 	 0 	 2 	 75 	 16
ABCG1 	 798 	 220 	 470 	 510
LOC105372814 	 0 	 1 	 1 	 0
TFF3 	 8 	 7 	 2 	 11
TFF2 	 0 	 0 	 0 	 0
LOC105372815 	 0 	 0 	 0 	 0
TFF1 	 0 	 0 	 0 	 0
TMPRSS3 	 0 	 2 	 10 	 4
UBASH3A 	 26 	 13 	 76 	 63
RSPH1 	 10 	 4 	 4 	 10
RSPH1-DT 	 0 	 1 	 1 	 1
SLC37A1 	 351 	 1045 	 675 	 797
LOC107987299 	 24 	 408 	 42 	 96
LOC101928212 	 2 	 22 	 16 	 22
LINC01671 	 0 	 0 	 0 	 0
LOC101928255 	 2 	 8 	 0 	 0
PDE9A 	 23 	 204 	 3 	 12
PDE9A-AS1 	 0 	 2 	 2 	 0
LOC107985504 	 0 	 2 	 0 	 0
LINC01668 	 0 	 2 	 0 	 0
WDR4 	 275 	 367 	 190 	 341
LOC105372817 	 6 	 4 	 4 	 4
NDUFV3 	 497 	 347 	 360 	 527
ERVH48-1 	 489 	 265 	 9 	 18
LOC124905022 	 8 	 10 	 12 	 13
LOC124905023 	 1 	 3 	 2 	 8
MIR5692B 	 0 	 0 	 0 	 0
LOC124905024 	 0 	 0 	 0 	 0
PKNOX1 	 2116 	 423 	 268 	 320
CBS 	 3 	 3 	 1 	 0
U2AF1 	 20 	 50 	 22 	 26
LOC101928369 	 0 	 1 	 1 	 0
FRGCA 	 0 	 0 	 0 	 0
LOC107987300 	 0 	 0 	 0 	 0
CRYAA 	 0 	 0 	 0 	 0
LOC105372821 	 0 	 0 	 0 	 0
LOC124905025 	 0 	 0 	 1 	 0
LOC124905026 	 0 	 0 	 0 	 1
LINC00322 	 0 	 0 	 0 	 0
LOC124905027 	 0 	 0 	 0 	 0
LINC01679 	 37 	 20 	 5 	 17
LOC105377137 	 0 	 0 	 0 	 0
LOC124905028 	 0 	 0 	 0 	 0
SIK1 	 3 	 23 	 2 	 19
LOC124905029 	 5 	 1 	 0 	 1
HSF2BP 	 2 	 8 	 3 	 5
LINC00319 	 0 	 0 	 0 	 0
LOC124900467 	 0 	 0 	 0 	 0
LINC00313 	 0 	 0 	 0 	 0
LOC102723380 	 0 	 0 	 0 	 0
H2BC12L 	 0 	 0 	 0 	 0
MIR6070 	 0 	 0 	 0 	 0
RRP1B 	 1164 	 963 	 541 	 1138
LOC124905030 	 0 	 0 	 0 	 0
LOC124905031 	 0 	 0 	 0 	 0
LOC124905032 	 0 	 0 	 0 	 0
PDXK 	 3294 	 1677 	 1116 	 1023
LOC105372824 	 38 	 30 	 27 	 11
CSTB 	 350 	 190 	 289 	 316
LOC105372825 	 0 	 1 	 0 	 0
RRP1 	 500 	 293 	 205 	 384
AATBC 	 59 	 19 	 158 	 632
LOC124905033 	 6 	 3 	 5 	 7
AGPAT3 	 1177 	 1547 	 1156 	 2216
LOC124905034 	 5 	 10 	 1 	 1
LOC105372826 	 0 	 1 	 0 	 1
LOC105372829 	 0 	 0 	 0 	 0
TRAPPC10 	 668 	 699 	 1325 	 1325
PWP2 	 11 	 5 	 51 	 61
GATD3 	 0 	 0 	 27 	 37
LINC01678 	 0 	 2 	 10 	 11
LOC124905035 	 2 	 7 	 33 	 47
LOC105377139 	 1 	 0 	 0 	 1
LOC105372832 	 22 	 2 	 1 	 11
LOC102725065 	 11 	 0 	 0 	 7
ICOSLG 	 175 	 95 	 20 	 23
DNMT3L 	 2 	 11 	 1 	 31
DNMT3L-AS1 	 0 	 0 	 0 	 0
AIRE 	 9 	 316 	 4 	 23
PFKL 	 3164 	 2728 	 1742 	 2476
CFAP410 	 1254 	 934 	 362 	 1291
TRPM2 	 2911 	 3597 	 1355 	 2924
TRPM2-AS 	 43 	 93 	 9 	 34
LOC124905069 	 0 	 4 	 0 	 1
LOC124905068 	 3 	 2 	 0 	 0
LRRC3-DT 	 7 	 0 	 0 	 2
LRRC3 	 482 	 104 	 121 	 84
LOC124905036 	 65 	 27 	 26 	 7
LOC124905037 	 0 	 0 	 0 	 0
LINC02575 	 17 	 0 	 0 	 0
TSPEAR 	 22 	 1 	 0 	 0
TSPEAR-AS1 	 203 	 0 	 0 	 0
TSPEAR-AS2 	 56 	 0 	 1 	 0
LOC124905038 	 0 	 0 	 0 	 0
KRTAP10-1 	 0 	 0 	 0 	 0
KRTAP10-2 	 0 	 0 	 0 	 0
KRTAP10-3 	 0 	 0 	 0 	 1
KRTAP10-4 	 0 	 0 	 0 	 0
KRTAP10-5 	 0 	 0 	 0 	 0
KRTAP10-6 	 0 	 0 	 0 	 0
KRTAP10-7 	 0 	 0 	 0 	 0
KRTAP10-8 	 0 	 0 	 0 	 0
KRTAP10-9 	 0 	 0 	 0 	 0
KRTAP10-10 	 0 	 0 	 0 	 0
KRTAP10-11 	 0 	 0 	 0 	 0
KRTAP12-4 	 0 	 0 	 0 	 0
KRTAP12-3 	 0 	 0 	 0 	 0
KRTAP12-2 	 0 	 0 	 0 	 0
KRTAP12-1 	 0 	 0 	 0 	 0
KRTAP10-12 	 0 	 1 	 0 	 0
UBE2G2 	 1548 	 1248 	 1046 	 1506
LINC01424 	 10 	 8 	 5 	 9
SUMO3 	 732 	 637 	 561 	 792
PTTG1IP 	 1589 	 1242 	 1630 	 2228
LOC124905039 	 52 	 153 	 184 	 272
ITGB2 	 1984 	 804 	 3738 	 3663
LOC107987303 	 32 	 7 	 67 	 12
ITGB2-AS1 	 418 	 35 	 884 	 570
LINC01547 	 48 	 13 	 497 	 230
SLX9 	 73 	 13 	 39 	 58
LINC00163 	 9 	 0 	 0 	 0
LINC00165 	 0 	 0 	 0 	 0
PICSAR 	 0 	 1 	 0 	 0
LOC105372836 	 1 	 2 	 4 	 1
SSR4P1 	 14 	 1 	 6 	 13
ADARB1 	 155 	 63 	 458 	 377
LINC00334 	 0 	 0 	 1 	 0
LOC124905062 	 0 	 0 	 0 	 0
POFUT2 	 416 	 302 	 460 	 461
LINC00205 	 236 	 215 	 384 	 435
LOC124905040 	 0 	 3 	 1 	 0
LINC00316 	 0 	 0 	 0 	 1
LOC105372839 	 0 	 0 	 0 	 0
LOC124905041 	 0 	 0 	 0 	 0
LL21NC02-21A1.1 	 0 	 0 	 0 	 0
COL18A1 	 0 	 0 	 0 	 0
COL18A1-AS2 	 0 	 0 	 0 	 0
COL18A1-AS1 	 0 	 0 	 0 	 0
LOC124905042 	 0 	 0 	 0 	 0
MIR6815 	 0 	 0 	 0 	 0
SLC19A1 	 0 	 0 	 0 	 0
LOC107985485 	 0 	 1 	 3 	 0
LINC01694 	 265 	 1216 	 24 	 37
PCBP3 	 3 	 23 	 0 	 14
PCBP3-AS1 	 0 	 0 	 0 	 0
LOC124905044 	 0 	 3 	 1 	 0
LOC101928796 	 1 	 0 	 0 	 0
LOC105372841 	 0 	 0 	 0 	 0
COL6A1 	 823 	 79 	 4 	 122
LOC105372842 	 1 	 0 	 0 	 0
COL6A2 	 459 	 101 	 23 	 103
LOC124905043 	 1 	 0 	 0 	 0
FTCD 	 0 	 1 	 0 	 2
FTCD-AS1 	 0 	 0 	 0 	 0
SPATC1L 	 0 	 0 	 0 	 0
LOC124905045 	 0 	 0 	 0 	 0
LSS 	 36 	 29 	 143 	 107
SNORD159 	 0 	 0 	 0 	 0
MCM3AP-AS1 	 157 	 115 	 94 	 132
MCM3AP 	 1855 	 1932 	 1765 	 2448
YBEY 	 111 	 115 	 121 	 111
C21orf58 	 823 	 459 	 316 	 393
PCNT 	 1890 	 1767 	 1244 	 2201
LOC124905046 	 136 	 101 	 56 	 125
DIP2A 	 1533 	 1299 	 2903 	 2415
DIP2A-IT1 	 1 	 7 	 6 	 2
S100B 	 6 	 2 	 16 	 1
PRMT2 	 1385 	 1251 	 2290 	 1842
LOC124905058 	 12 	 9 	 10 	 13
LOC124905154 	 0 	 0 	 0 	 0
LOC105379418 	 0 	 0 	 0 	 0
FRG1FP 	 0 	 2 	 0 	 1
LOC107984037 	 0 	 0 	 0 	 0
LOC102723769 	 0 	 0 	 0 	 0
LOC107987323 	 0 	 0 	 0 	 0
LOC105379516 	 0 	 0 	 0 	 0
LOC105379428 	 0 	 0 	 0 	 0
LOC124905168 	 0 	 0 	 0 	 0
OR11H1 	 0 	 0 	 0 	 0
LOC112268291 	 0 	 0 	 0 	 0
POTEH 	 0 	 0 	 0 	 0
POTEH-AS1 	 0 	 0 	 0 	 0
PSLNR 	 0 	 0 	 0 	 0
DUXAP8 	 0 	 1 	 0 	 4
BMS1P22 	 0 	 0 	 0 	 0
LOC124905169 	 0 	 0 	 0 	 0
CCT8L2 	 0 	 0 	 0 	 0
TPTEP1 	 4 	 10 	 1 	 2
ANKRD62P1-PARP4P3 	 2 	 4 	 0 	 0
LINC01665 	 0 	 0 	 0 	 0
XKR3 	 9 	 2 	 25 	 3
HSFY1P1 	 0 	 0 	 0 	 0
GAB4 	 0 	 0 	 0 	 0
CECR7 	 0 	 1 	 0 	 2
IL17RA 	 1350 	 461 	 5259 	 4907
TMEM121B 	 514 	 11 	 362 	 223
LINC01664 	 2 	 0 	 3 	 0
HDHD5 	 654 	 487 	 535 	 757
HDHD5-AS1 	 5 	 0 	 3 	 0
ADA2 	 944 	 893 	 3944 	 4193
LOC107985573 	 5 	 2 	 7 	 8
CECR3 	 1 	 8 	 0 	 1
CECR2 	 767 	 472 	 10 	 1
SLC25A18 	 1 	 3 	 0 	 1
LOC105372850 	 0 	 0 	 0 	 0
LOC101929372 	 0 	 1 	 0 	 1
ATP6V1E1 	 294 	 277 	 359 	 300
BCL2L13 	 738 	 728 	 1383 	 1305
BID 	 378 	 111 	 503 	 569
MIR3198-1 	 0 	 0 	 0 	 1
LINC00528 	 186 	 7 	 108 	 88
MICAL3 	 2240 	 1165 	 787 	 1375
LOC124905075 	 0 	 2 	 0 	 1
MIR648 	 0 	 0 	 0 	 0
LINC01634 	 0 	 0 	 0 	 0
LOC105372853 	 1 	 0 	 2 	 2
PEX26 	 1242 	 1115 	 1030 	 1292
TUBA8 	 1060 	 309 	 19 	 216
LOC124905076 	 42 	 7 	 26 	 7
USP18 	 363 	 266 	 551 	 152
FAM230D 	 0 	 0 	 0 	 0
LOC105372858 	 0 	 0 	 0 	 0
LOC105379518 	 0 	 0 	 0 	 0
FAM247D 	 0 	 0 	 0 	 0
FAM230J 	 0 	 0 	 0 	 0
LOC107987325 	 0 	 0 	 0 	 0
FAM230A 	 0 	 0 	 0 	 0
GGTLC3 	 0 	 0 	 0 	 0
TMEM191B 	 1 	 5 	 0 	 2
PI4KAP1 	 151 	 679 	 86 	 461
LOC124905077 	 0 	 22 	 0 	 5
LOC124905174 	 0 	 0 	 0 	 0
LOC124900482 	 0 	 0 	 0 	 0
RIMBP3 	 103 	 13 	 22 	 68
FAM246B 	 0 	 0 	 0 	 0
FAM230E 	 0 	 0 	 0 	 0
FAM247C 	 0 	 0 	 0 	 0
GGT3P 	 0 	 0 	 0 	 0
POM121L15P 	 0 	 0 	 0 	 0
FAM230F 	 0 	 0 	 0 	 0
DGCR6 	 7 	 4 	 17 	 17
PRODH 	 1 	 0 	 16 	 23
