# Program:featureCounts v2.0.1; Command:"featureCounts" "-Q" "10" "-t" "exon" "-g" "gene_id" "-T" "32" "-a" "data/GCF_000001405.40_GRCh38.p14_genomic.gtf" "-o" "8.features/features_count.txt" "7.samtools/SRR14689338_mixed.bam" "7.samtools/SRR14689339_mixed.bam" "7.samtools/SRR14689340_lymphoblastic.bam"  	  	  	  	  	  	 
Geneid 	 7.samtools/SRR14689338_mixed.bam 	 7.samtools/SRR14689339_mixed.bam 	 7.samtools/SRR14689340_lymphoblastic.bam 	  	  	 
PHF12 	 1521 	 2138 	 1875 	  	  	 
LOC101927018 	 17 	 18 	 11 	  	  	 
LOC105371716 	 14 	 12 	 27 	  	  	 
SEZ6 	 6 	 11 	 12 	  	  	 
PIPOX 	 12 	 76 	 11 	  	  	 
MYO18A 	 6096 	 8293 	 8055 	  	  	 
LOC124903967 	 8 	 66 	 10 	  	  	 
CRYBA1 	 0 	 0 	 0 	  	  	 
NUFIP2 	 2381 	 3129 	 2072 	  	  	 
TAOK1 	 2051 	 2343 	 1203 	  	  	 
MIR4523 	 0 	 0 	 0 	  	  	 
ABHD15 	 248 	 784 	 667 	  	  	 
TP53I13 	 486 	 1072 	 1145 	  	  	 
GIT1 	 1055 	 1504 	 1426 	  	  	 
ANKRD13B 	 100 	 358 	 234 	  	  	 
CORO6 	 538 	 103 	 262 	  	  	 
SSH2 	 3781 	 4075 	 2799 	  	  	 
LOC107984990 	 6 	 4 	 5 	  	  	 
LOC124900390 	 33 	 63 	 27 	  	  	 
LOC124904117 	 0 	 0 	 0 	  	  	 
EFCAB5 	 21 	 33 	 60 	  	  	 
NSRP1 	 391 	 731 	 528 	  	  	 
MIR423 	 0 	 0 	 0 	  	  	 
MIR3184 	 0 	 0 	 0 	  	  	 
SLC6A4 	 5 	 7 	 1 	  	  	 
LOC124903970 	 0 	 1 	 1 	  	  	 
LOC105371720 	 4 	 9 	 4 	  	  	 
BLMH 	 683 	 968 	 856 	  	  	 
LOC124903971 	 1 	 3 	 0 	  	  	 
LOC105371721 	 0 	 0 	 0 	  	  	 
TMIGD1 	 1 	 0 	 0 	  	  	 
CPD 	 1753 	 1645 	 545 	  	  	 
GOSR1 	 429 	 780 	 585 	  	  	 
TBC1D29P 	 2 	 9 	 0 	  	  	 
LOC101927093 	 0 	 0 	 0 	  	  	 
SMURF2P1-LRRC37BP1 	 331 	 410 	 482 	  	  	 
LOC124903978 	 1 	 0 	 1 	  	  	 
SH3GL1P2 	 15 	 9 	 26 	  	  	 
LOC105371723 	 3 	 4 	 6 	  	  	 
SUZ12P1 	 166 	 185 	 340 	  	  	 
CRLF3 	 721 	 780 	 572 	  	  	 
ATAD5 	 244 	 222 	 309 	  	  	 
TEFM 	 105 	 90 	 142 	  	  	 
ADAP2 	 0 	 0 	 0 	  	  	 
RNF135 	 0 	 0 	 0 	  	  	 
DPRXP4 	 0 	 0 	 0 	  	  	 
LOC107984974 	 0 	 0 	 0 	  	  	 
LOC646030 	 0 	 1 	 0 	  	  	 
LOC105371722 	 0 	 0 	 0 	  	  	 
LOC124903974 	 0 	 0 	 0 	  	  	 
MIR4733 	 0 	 0 	 0 	  	  	 
NF1 	 14 	 12 	 13 	  	  	 
LOC101927057 	 0 	 0 	 0 	  	  	 
OMG 	 0 	 0 	 0 	  	  	 
EVI2B 	 0 	 0 	 0 	  	  	 
EVI2A 	 53 	 36 	 17 	  	  	 
RAB11FIP4 	 299 	 723 	 130 	  	  	 
LOC124903977 	 0 	 0 	 0 	  	  	 
LOC105371725 	 0 	 0 	 0 	  	  	 
MIR4724 	 0 	 0 	 0 	  	  	 
TRT-CGT4-1 	 0 	 0 	 0 	  	  	 
MIR193A 	 0 	 0 	 2 	  	  	 
MIR4725 	 0 	 0 	 0 	  	  	 
MIR365B 	 0 	 0 	 0 	  	  	 
LOC124903975 	 0 	 0 	 0 	  	  	 
COPRS 	 84 	 138 	 106 	  	  	 
UTP6 	 583 	 749 	 675 	  	  	 
SUZ12 	 1191 	 1395 	 1223 	  	  	 
LOC124903972 	 0 	 1 	 1 	  	  	 
LRRC37B 	 347 	 332 	 284 	  	  	 
SH3GL1P1 	 35 	 71 	 40 	  	  	 
LOC124903973 	 7 	 2 	 3 	  	  	 
LOC102724625 	 0 	 0 	 0 	  	  	 
LOC105371730 	 3 	 1 	 1 	  	  	 
RHOT1 	 619 	 787 	 543 	  	  	 
ARGFXP2 	 3 	 8 	 0 	  	  	 
LOC124903979 	 1 	 1 	 1 	  	  	 
LOC105371731 	 1 	 0 	 0 	  	  	 
RHBDL3 	 1 	 1 	 42 	  	  	 
LOC124903980 	 0 	 0 	 0 	  	  	 
C17orf75 	 106 	 227 	 150 	  	  	 
MIR632 	 0 	 0 	 0 	  	  	 
ZNF207 	 2909 	 4022 	 3291 	  	  	 
PSMD11 	 581 	 1069 	 778 	  	  	 
CDK5R1 	 21 	 136 	 82 	  	  	 
MYO1D 	 17 	 125 	 54 	  	  	 
LOC124903982 	 0 	 6 	 0 	  	  	 
LOC105371734 	 0 	 0 	 0 	  	  	 
LOC107985012 	 0 	 2 	 0 	  	  	 
LOC124903981 	 0 	 2 	 3 	  	  	 
MYO1D-DT 	 1 	 1 	 0 	  	  	 
H2BN1 	 0 	 0 	 0 	  	  	 
TMEM98 	 3 	 9 	 19 	  	  	 
SPACA3 	 0 	 0 	 0 	  	  	 
ASIC2 	 0 	 0 	 1 	  	  	 
LOC105371737 	 0 	 0 	 0 	  	  	 
LOC124903985 	 0 	 0 	 0 	  	  	 
AA06 	 0 	 0 	 0 	  	  	 
LOC112268206 	 0 	 0 	 0 	  	  	 
LOC147004 	 0 	 0 	 0 	  	  	 
LOC124903984 	 0 	 0 	 0 	  	  	 
LOC124903983 	 0 	 0 	 0 	  	  	 
LOC107985038 	 0 	 0 	 0 	  	  	 
LOC107987247 	 0 	 0 	 0 	  	  	 
LOC107985035 	 0 	 0 	 0 	  	  	 
LOC107985036 	 0 	 0 	 0 	  	  	 
LOC105371735 	 0 	 0 	 0 	  	  	 
LINC01989 	 1 	 0 	 0 	  	  	 
CCL2 	 9 	 144 	 202 	  	  	 
CCL7 	 0 	 0 	 0 	  	  	 
CCL11 	 0 	 0 	 0 	  	  	 
CCL8 	 4 	 2 	 6 	  	  	 
CCL13 	 3 	 2 	 9 	  	  	 
CCL1 	 0 	 0 	 2 	  	  	 
LOC124903986 	 0 	 0 	 0 	  	  	 
LOC105371738 	 0 	 0 	 0 	  	  	 
LOC105371739 	 0 	 0 	 0 	  	  	 
TMEM132E-DT 	 0 	 0 	 0 	  	  	 
TMEM132E 	 2 	 2 	 0 	  	  	 
LOC105371740 	 0 	 0 	 0 	  	  	 
LOC124903987 	 0 	 0 	 0 	  	  	 
LOC105371742 	 2 	 2 	 3 	  	  	 
CCT6B 	 16 	 23 	 14 	  	  	 
ZNF830 	 280 	 284 	 308 	  	  	 
LIG3 	 398 	 710 	 474 	  	  	 
RFFL 	 157 	 161 	 88 	  	  	 
RAD51L3-RFFL 	 0 	 0 	 1 	  	  	 
LOC124904123 	 0 	 0 	 0 	  	  	 
RAD51D 	 478 	 462 	 698 	  	  	 
FNDC8 	 1 	 7 	 1 	  	  	 
NLE1 	 319 	 724 	 376 	  	  	 
UNC45B 	 2 	 5 	 1 	  	  	 
SLC35G3 	 0 	 0 	 0 	  	  	 
LOC105371932 	 6 	 30 	 1 	  	  	 
SLFN5 	 284 	 980 	 89 	  	  	 
SLFN11 	 1378 	 846 	 1656 	  	  	 
LOC105371933 	 21 	 9 	 2 	  	  	 
SLFN12 	 204 	 74 	 99 	  	  	 
SLFN13 	 1907 	 873 	 3090 	  	  	 
SLFN12L 	 780 	 1531 	 150 	  	  	 
SLFN14 	 93 	 142 	 134 	  	  	 
LOC107985033 	 0 	 1 	 0 	  	  	 
SNHG30 	 175 	 134 	 138 	  	  	 
SNORD7 	 0 	 0 	 4 	  	  	 
PEX12 	 79 	 59 	 99 	  	  	 
AP2B1 	 3370 	 3551 	 2407 	  	  	 
RASL10B 	 11 	 45 	 9 	  	  	 
GAS2L2 	 3 	 2 	 2 	  	  	 
MMP28 	 3 	 0 	 1 	  	  	 
C17orf50 	 21 	 0 	 4 	  	  	 
TAF15 	 0 	 0 	 0 	  	  	 
HEATR9 	 0 	 0 	 0 	  	  	 
LOC105371745 	 0 	 0 	 0 	  	  	 
CCL5 	 1 	 0 	 0 	  	  	 
LRRC37A8P 	 0 	 0 	 0 	  	  	 
RDM1 	 0 	 0 	 0 	  	  	 
LYZL6 	 0 	 0 	 0 	  	  	 
CCL16 	 0 	 0 	 0 	  	  	 
CCL14 	 0 	 0 	 0 	  	  	 
CCL15-CCL14 	 0 	 0 	 0 	  	  	 
CCL15 	 0 	 0 	 0 	  	  	 
LOC107985068 	 0 	 0 	 0 	  	  	 
CCL23 	 0 	 0 	 1 	  	  	 
LOC105371746 	 0 	 0 	 0 	  	  	 
CCL18 	 0 	 0 	 0 	  	  	 
CCL3 	 0 	 0 	 0 	  	  	 
CCL4 	 0 	 0 	 0 	  	  	 
LOC101927369 	 0 	 0 	 0 	  	  	 
LOC107985055 	 0 	 0 	 0 	  	  	 
TBC1D3B 	 0 	 0 	 0 	  	  	 
CCL3L3 	 0 	 0 	 0 	  	  	 
CCL4L2 	 0 	 0 	 0 	  	  	 
LOC105371747 	 0 	 0 	 0 	  	  	 
TBC1D3I 	 0 	 0 	 0 	  	  	 
LOC102724956 	 0 	 0 	 0 	  	  	 
LOC101060212 	 0 	 0 	 0 	  	  	 
TBC1D3G 	 0 	 0 	 0 	  	  	 
LOC102723414 	 0 	 0 	 0 	  	  	 
TBC1D3H 	 0 	 0 	 0 	  	  	 
TBC1D3F 	 0 	 0 	 0 	  	  	 
LOC105371749 	 0 	 0 	 0 	  	  	 
ZNHIT3 	 0 	 0 	 0 	  	  	 
MYO19 	 0 	 0 	 0 	  	  	 
PIGW 	 0 	 0 	 0 	  	  	 
GGNBP2 	 0 	 0 	 0 	  	  	 
DHRS11 	 0 	 0 	 0 	  	  	 
LOC107985031 	 0 	 0 	 0 	  	  	 
MRM1 	 2 	 3 	 2 	  	  	 
LOC105371750 	 2 	 0 	 0 	  	  	 
LOC105371751 	 0 	 0 	 0 	  	  	 
LHX1-DT 	 0 	 0 	 0 	  	  	 
LHX1 	 0 	 0 	 0 	  	  	 
AATF 	 0 	 0 	 0 	  	  	 
MIR2909 	 0 	 0 	 0 	  	  	 
LOC105371753 	 0 	 0 	 0 	  	  	 
ACACA 	 0 	 0 	 0 	  	  	 
SNORA90 	 0 	 0 	 0 	  	  	 
C17orf78 	 0 	 0 	 0 	  	  	 
TADA2A 	 18 	 16 	 5 	  	  	 
DUSP14 	 0 	 0 	 0 	  	  	 
SYNRG 	 1 	 0 	 1 	  	  	 
DDX52 	 0 	 13 	 11 	  	  	 
MIR378J 	 0 	 0 	 0 	  	  	 
LOC105371756 	 0 	 1 	 0 	  	  	 
HNF1B 	 0 	 0 	 0 	  	  	 
LOC124903989 	 0 	 0 	 0 	  	  	 
LOC105371754 	 0 	 0 	 0 	  	  	 
LOC105371757 	 0 	 0 	 0 	  	  	 
YWHAEP7 	 0 	 0 	 0 	  	  	 
TBC1D3K 	 0 	 0 	 0 	  	  	 
LOC102723608 	 0 	 0 	 0 	  	  	 
TBC1D3L 	 0 	 0 	 0 	  	  	 
TBC1D3D 	 0 	 0 	 0 	  	  	 
LOC102723819 	 0 	 0 	 0 	  	  	 
TBC1D3C 	 0 	 0 	 0 	  	  	 
LOC101929950 	 0 	 0 	 0 	  	  	 
TBC1D3E 	 0 	 0 	 0 	  	  	 
LOC102723851 	 0 	 0 	 0 	  	  	 
LOC102723933 	 0 	 0 	 0 	  	  	 
TBC1D3 	 0 	 0 	 0 	  	  	 
NPEPPSP1 	 1 	 0 	 0 	  	  	 
LOC105371760 	 0 	 0 	 0 	  	  	 
MRPL45 	 0 	 0 	 1 	  	  	 
GPR179 	 0 	 0 	 0 	  	  	 
LOC124903991 	 0 	 0 	 0 	  	  	 
SOCS7 	 55 	 24 	 25 	  	  	 
ARHGAP23 	 20 	 39 	 47 	  	  	 
LOC101929494 	 0 	 0 	 0 	  	  	 
SRCIN1 	 0 	 0 	 0 	  	  	 
LOC105371761 	 0 	 0 	 0 	  	  	 
LOC124903992 	 0 	 0 	 0 	  	  	 
EPOP 	 0 	 0 	 0 	  	  	 
LOC105371763 	 0 	 0 	 0 	  	  	 
MIR4734 	 0 	 0 	 0 	  	  	 
MLLT6 	 0 	 0 	 0 	  	  	 
LOC124903993 	 0 	 0 	 0 	  	  	 
LOC105371762 	 0 	 0 	 0 	  	  	 
MIR4726 	 0 	 0 	 0 	  	  	 
CISD3 	 0 	 0 	 0 	  	  	 
PCGF2 	 0 	 0 	 0 	  	  	 
LOC100287808 	 0 	 0 	 0 	  	  	 
TRN-GTT2-5 	 0 	 0 	 0 	  	  	 
PSMB3 	 0 	 0 	 0 	  	  	 
PIP4K2B 	 0 	 0 	 0 	  	  	 
CWC25 	 0 	 0 	 0 	  	  	 
MIR4727 	 0 	 0 	 0 	  	  	 
C17orf98 	 0 	 0 	 0 	  	  	 
LOC124903994 	 0 	 0 	 0 	  	  	 
RPL23 	 339 	 455 	 226 	  	  	 
SNORA21B 	 1 	 6 	 3 	  	  	 
SNORA21 	 19 	 19 	 7 	  	  	 
TRC-GCA14-1 	 0 	 0 	 0 	  	  	 
TRC-GCA2-2 	 0 	 0 	 0 	  	  	 
TRC-GCA4-1 	 4 	 4 	 0 	  	  	 
LASP1 	 3363 	 3026 	 2587 	  	  	 
MIR6779 	 0 	 0 	 0 	  	  	 
LINC00672 	 53 	 134 	 34 	  	  	 
FBXO47 	 0 	 0 	 0 	  	  	 
LOC105371767 	 0 	 0 	 0 	  	  	 
LINC02079 	 0 	 0 	 0 	  	  	 
LRRC37A11P 	 0 	 0 	 0 	  	  	 
RDM1P5 	 2 	 5 	 6 	  	  	 
PLXDC1 	 17 	 96 	 22 	  	  	 
LOC124903995 	 0 	 0 	 0 	  	  	 
TRC-GCA2-3 	 1 	 0 	 0 	  	  	 
TRC-GCA2-4 	 0 	 0 	 0 	  	  	 
ARL5C 	 99 	 16 	 43 	  	  	 
CACNB1 	 147 	 164 	 98 	  	  	 
LOC105371768 	 1 	 0 	 0 	  	  	 
LOC124903996 	 21 	 45 	 28 	  	  	 
RPL19 	 279 	 302 	 258 	  	  	 
STAC2 	 0 	 0 	 1 	  	  	 
LOC101929578 	 0 	 0 	 0 	  	  	 
FBXL20 	 366 	 936 	 721 	  	  	 
MIR548BC 	 1 	 1 	 0 	  	  	 
MED1 	 1645 	 2139 	 1348 	  	  	 
CDK12 	 2111 	 2599 	 1467 	  	  	 
LOC124904107 	 0 	 0 	 0 	  	  	 
LOC105371770 	 11 	 33 	 12 	  	  	 
LOC105371771 	 3 	 2 	 1 	  	  	 
NEUROD2 	 0 	 0 	 0 	  	  	 
LOC124903997 	 1 	 1 	 1 	  	  	 
PPP1R1B 	 431 	 5 	 34 	  	  	 
LOC124903998 	 0 	 2 	 0 	  	  	 
STARD3 	 816 	 993 	 1187 	  	  	 
TCAP 	 25 	 29 	 80 	  	  	 
PNMT 	 25 	 26 	 160 	  	  	 
PGAP3 	 342 	 648 	 659 	  	  	 
ERBB2 	 142 	 1871 	 1788 	  	  	 
MIR4728 	 0 	 3 	 2 	  	  	 
MIEN1 	 202 	 213 	 185 	  	  	 
GRB7 	 189 	 136 	 95 	  	  	 
IKZF3 	 429 	 1461 	 1332 	  	  	 
ZPBP2 	 2 	 1 	 0 	  	  	 
GSDMB 	 379 	 630 	 425 	  	  	 
ORMDL3 	 1115 	 1310 	 830 	  	  	 
LOC124903999 	 0 	 1 	 0 	  	  	 
LRRC3C 	 2 	 3 	 1 	  	  	 
GSDMA 	 1 	 3 	 1 	  	  	 
PSMD3 	 1074 	 1428 	 1169 	  	  	 
LOC124904000 	 66 	 181 	 110 	  	  	 
CSF3 	 2 	 1 	 8 	  	  	 
MED24 	 1244 	 1703 	 1334 	  	  	 
MIR6884 	 3 	 9 	 5 	  	  	 
SNORD124 	 7 	 16 	 19 	  	  	 
THRA 	 425 	 787 	 455 	  	  	 
NR1D1 	 77 	 197 	 176 	  	  	 
LOC124904001 	 2 	 5 	 11 	  	  	 
MSL1 	 1970 	 2617 	 2182 	  	  	 
CASC3 	 1534 	 2319 	 1804 	  	  	 
MIR6866 	 0 	 0 	 0 	  	  	 
RAPGEFL1 	 104 	 164 	 89 	  	  	 
MIR6867 	 0 	 2 	 0 	  	  	 
WIPF2 	 801 	 1067 	 845 	  	  	 
CDC6 	 405 	 268 	 572 	  	  	 
RARA 	 722 	 1351 	 256 	  	  	 
RARA-AS1 	 24 	 41 	 19 	  	  	 
GJD3 	 125 	 127 	 64 	  	  	 
TOP2A 	 1770 	 1707 	 2506 	  	  	 
IGFBP4 	 391 	 1131 	 1136 	  	  	 
TNS4 	 1 	 3 	 1 	  	  	 
LOC105371773 	 3 	 72 	 195 	  	  	 
LOC107985090 	 0 	 2 	 2 	  	  	 
CCR7 	 106 	 743 	 225 	  	  	 
SMARCE1 	 1238 	 1715 	 1427 	  	  	 
KRT222 	 0 	 1 	 3 	  	  	 
LOC105371775 	 0 	 1 	 0 	  	  	 
KRT24 	 1 	 0 	 0 	  	  	 
KRT25 	 0 	 0 	 0 	  	  	 
KRT26 	 0 	 0 	 0 	  	  	 
KRT27 	 0 	 0 	 54 	  	  	 
KRT28 	 0 	 0 	 17 	  	  	 
LOC105371776 	 0 	 1 	 0 	  	  	 
KRT10 	 109 	 104 	 80 	  	  	 
KRT10-AS1 	 46 	 62 	 87 	  	  	 
LOC105371777 	 0 	 0 	 0 	  	  	 
KRT12 	 0 	 0 	 0 	  	  	 
KRT20 	 0 	 0 	 0 	  	  	 
KRT23 	 0 	 0 	 0 	  	  	 
LOC107985072 	 0 	 0 	 0 	  	  	 
KRT39 	 0 	 0 	 0 	  	  	 
KRT40 	 0 	 0 	 0 	  	  	 
KRTAP3-3 	 0 	 0 	 0 	  	  	 
KRTAP3-2 	 0 	 0 	 0 	  	  	 
KRTAP3-1 	 0 	 0 	 0 	  	  	 
KRTAP1-5 	 0 	 0 	 0 	  	  	 
KRTAP1-4 	 0 	 0 	 0 	  	  	 
KRTAP1-3 	 0 	 0 	 0 	  	  	 
KRTAP1-1 	 0 	 0 	 0 	  	  	 
KRTAP2-1 	 0 	 0 	 0 	  	  	 
KRTAP2-2 	 0 	 0 	 0 	  	  	 
KRTAP2-3 	 0 	 0 	 0 	  	  	 
KRTAP2-4 	 0 	 0 	 0 	  	  	 
KRTAP4-7 	 0 	 0 	 0 	  	  	 
KRTAP4-8 	 0 	 0 	 0 	  	  	 
KRTAP4-16 	 0 	 0 	 0 	  	  	 
KRTAP4-9 	 0 	 0 	 0 	  	  	 
LOC124904002 	 0 	 0 	 1 	  	  	 
KRTAP4-11 	 0 	 0 	 0 	  	  	 
KRTAP4-12 	 0 	 0 	 0 	  	  	 
KRTAP4-6 	 0 	 0 	 0 	  	  	 
KRTAP4-5 	 0 	 0 	 0 	  	  	 
KRTAP4-4 	 0 	 0 	 0 	  	  	 
KRTAP4-3 	 0 	 0 	 0 	  	  	 
KRTAP4-2 	 0 	 0 	 0 	  	  	 
KRTAP4-1 	 0 	 0 	 0 	  	  	 
KRTAP9-1 	 0 	 0 	 0 	  	  	 
KRTAP9-2 	 0 	 0 	 0 	  	  	 
KRTAP9-3 	 0 	 0 	 0 	  	  	 
KRTAP9-8 	 0 	 0 	 0 	  	  	 
KRTAP9-4 	 0 	 0 	 0 	  	  	 
KRTAP9-9 	 0 	 0 	 0 	  	  	 
KRTAP9-6 	 0 	 0 	 0 	  	  	 
KRTAP9-7 	 0 	 0 	 0 	  	  	 
KRTAP29-1 	 0 	 0 	 0 	  	  	 
KRTAP16-1 	 0 	 0 	 0 	  	  	 
KRTAP17-1 	 0 	 0 	 0 	  	  	 
KRT33A 	 0 	 0 	 0 	  	  	 
LOC105371778 	 0 	 0 	 0 	  	  	 
KRT33B 	 0 	 0 	 0 	  	  	 
KRT34 	 0 	 0 	 0 	  	  	 
KRT31 	 0 	 0 	 0 	  	  	 
LOC100505782 	 0 	 0 	 0 	  	  	 
KRT37 	 0 	 0 	 0 	  	  	 
KRT38 	 0 	 0 	 0 	  	  	 
KRT32 	 0 	 0 	 0 	  	  	 
KRT35 	 0 	 0 	 0 	  	  	 
KRT36 	 0 	 0 	 0 	  	  	 
KRT13 	 3 	 4 	 2 	  	  	 
KRT15 	 0 	 0 	 0 	  	  	 
MIR6510 	 0 	 0 	 0 	  	  	 
KRT19 	 0 	 0 	 0 	  	  	 
LINC00974 	 0 	 0 	 0 	  	  	 
KRT9 	 0 	 0 	 0 	  	  	 
KRT14 	 0 	 0 	 0 	  	  	 
LOC124904003 	 0 	 0 	 0 	  	  	 
KRT16 	 0 	 42 	 1 	  	  	 
KRT17 	 9 	 1 	 12 	  	  	 
KRT42P 	 0 	 1 	 2 	  	  	 
LOC124904004 	 1 	 3 	 3 	  	  	 
EIF1 	 1471 	 1900 	 1189 	  	  	 
GAST 	 0 	 0 	 0 	  	  	 
HAP1 	 55 	 7 	 55 	  	  	 
JUP 	 3543 	 3584 	 4163 	  	  	 
P3H4 	 26 	 32 	 35 	  	  	 
FKBP10 	 17 	 2 	 68 	  	  	 
NT5C3B 	 72 	 309 	 94 	  	  	 
KLHL10 	 1 	 10 	 4 	  	  	 
KLHL11 	 161 	 390 	 177 	  	  	 
ACLY 	 2420 	 3114 	 2606 	  	  	 
LOC124904005 	 32 	 59 	 41 	  	  	 
ODAD4 	 13 	 23 	 19 	  	  	 
CNP 	 751 	 946 	 1352 	  	  	 
DNAJC7 	 544 	 592 	 574 	  	  	 
NKIRAS2 	 701 	 862 	 594 	  	  	 
ZNF385C 	 27 	 10 	 15 	  	  	 
C17orf113 	 88 	 60 	 71 	  	  	 
DHX58 	 305 	 374 	 356 	  	  	 
KAT2A 	 995 	 2403 	 2215 	  	  	 
HSPB9 	 1 	 2 	 4 	  	  	 
RAB5C 	 1041 	 1238 	 1222 	  	  	 
RAB5C-AS1 	 6 	 14 	 32 	  	  	 
KCNH4 	 3 	 26 	 93 	  	  	 
HCRT 	 0 	 4 	 4 	  	  	 
GHDC 	 393 	 555 	 624 	  	  	 
STAT5B 	 2198 	 3054 	 1877 	  	  	 
STAT5A 	 2233 	 1724 	 1837 	  	  	 
STAT3 	 1990 	 2560 	 1865 	  	  	 
CAVIN1 	 84 	 91 	 298 	  	  	 
LOC102725238 	 0 	 0 	 0 	  	  	 
ATP6V0A1 	 379 	 779 	 111 	  	  	 
MIR548AT 	 0 	 0 	 0 	  	  	 
MIR5010 	 3 	 2 	 0 	  	  	 
NAGLU 	 153 	 419 	 256 	  	  	 
HSD17B1-AS1 	 67 	 127 	 120 	  	  	 
HSD17B1 	 4 	 5 	 2 	  	  	 
COASY 	 729 	 904 	 864 	  	  	 
MLX 	 473 	 568 	 552 	  	  	 
PSMC3IP 	 69 	 69 	 123 	  	  	 
RETREG3 	 454 	 1217 	 896 	  	  	 
TUBG1 	 207 	 263 	 368 	  	  	 
TUBG2 	 28 	 190 	 27 	  	  	 
PLEKHH3 	 36 	 35 	 180 	  	  	 
CCR10 	 0 	 10 	 2 	  	  	 
CNTNAP1 	 48 	 111 	 190 	  	  	 
EZH1 	 836 	 1733 	 1028 	  	  	 
MIR6780A 	 0 	 0 	 0 	  	  	 
RAMP2-AS1 	 1 	 1 	 0 	  	  	 
RAMP2 	 2 	 0 	 4 	  	  	 
VPS25 	 157 	 197 	 130 	  	  	 
WNK4 	 0 	 7 	 6 	  	  	 
COA3 	 165 	 215 	 221 	  	  	 
CNTD1 	 23 	 40 	 34 	  	  	 
BECN1 	 492 	 556 	 380 	  	  	 
MIR6781 	 1 	 1 	 0 	  	  	 
PSME3 	 1285 	 1653 	 1222 	  	  	 
AOC2 	 70 	 96 	 26 	  	  	 
AOC3 	 91 	 96 	 72 	  	  	 
AOC4P 	 4 	 4 	 0 	  	  	 
LINC00671 	 85 	 51 	 33 	  	  	 
G6PC1 	 0 	 7 	 21 	  	  	 
LOC124900400 	 0 	 0 	 0 	  	  	 
PTGES3L-AARSD1 	 6 	 1 	 3 	  	  	 
AARSD1 	 0 	 0 	 2 	  	  	 
PTGES3L 	 26 	 10 	 15 	  	  	 
RUNDC1 	 335 	 309 	 504 	  	  	 
LOC124904006 	 90 	 131 	 62 	  	  	 
RPL27 	 238 	 239 	 225 	  	  	 
IFI35 	 310 	 327 	 311 	  	  	 
VAT1 	 2040 	 1174 	 911 	  	  	 
RND2 	 4 	 12 	 3 	  	  	 
BRCA1 	 472 	 505 	 920 	  	  	 
NBR2 	 119 	 203 	 262 	  	  	 
LOC101929767 	 43 	 51 	 71 	  	  	 
LOC124900391 	 589 	 849 	 1181 	  	  	 
NBR1 	 961 	 1358 	 679 	  	  	 
TMEM106A 	 468 	 569 	 614 	  	  	 
CCDC200 	 133 	 106 	 102 	  	  	 
RNU2-1 	 0 	 0 	 0 	  	  	 
LOC124904135 	 0 	 0 	 0 	  	  	 
LOC124904136 	 0 	 0 	 0 	  	  	 
LOC124904137 	 0 	 0 	 0 	  	  	 
LOC124904138 	 0 	 0 	 0 	  	  	 
LOC124904139 	 0 	 0 	 0 	  	  	 
LOC124904140 	 0 	 0 	 0 	  	  	 
LOC124904146 	 0 	 0 	 0 	  	  	 
LOC124904141 	 0 	 0 	 0 	  	  	 
LOC124904142 	 0 	 0 	 0 	  	  	 
LOC124904145 	 0 	 0 	 0 	  	  	 
LOC124904143 	 0 	 0 	 0 	  	  	 
LOC124904144 	 0 	 0 	 0 	  	  	 
LOC124904147 	 2 	 5 	 2 	  	  	 
LOC105371785 	 8 	 25 	 14 	  	  	 
LINC00910 	 53 	 102 	 62 	  	  	 
LOC124904007 	 2 	 3 	 1 	  	  	 
ARL4D 	 26 	 29 	 12 	  	  	 
MIR2117HG 	 1 	 0 	 0 	  	  	 
MIR2117 	 0 	 0 	 0 	  	  	 
DHX8 	 1384 	 1850 	 1484 	  	  	 
LOC124904112 	 0 	 0 	 1 	  	  	 
ETV4 	 10 	 32 	 10 	  	  	 
LOC124904008 	 0 	 0 	 0 	  	  	 
MEOX1 	 2 	 8 	 3 	  	  	 
LINC02594 	 4 	 1 	 1 	  	  	 
LOC107985085 	 0 	 0 	 0 	  	  	 
SOST 	 0 	 0 	 0 	  	  	 
DUSP3 	 1088 	 1936 	 1250 	  	  	 
CFAP97D1 	 3 	 7 	 15 	  	  	 
MPP3 	 26 	 71 	 77 	  	  	 
LOC107984979 	 0 	 0 	 0 	  	  	 
CD300LG 	 26 	 0 	 21 	  	  	 
LOC107985077 	 0 	 0 	 0 	  	  	 
MPP2 	 40 	 45 	 170 	  	  	 
LOC105371787 	 12 	 9 	 22 	  	  	 
FAM215A 	 5 	 13 	 9 	  	  	 
LOC107985086 	 0 	 6 	 3 	  	  	 
LOC102724183 	 0 	 1 	 0 	  	  	 
LINC01976 	 0 	 0 	 0 	  	  	 
PPY 	 0 	 0 	 0 	  	  	 
PYY 	 1 	 1 	 0 	  	  	 
NAGS 	 10 	 5 	 6 	  	  	 
TMEM101 	 228 	 422 	 393 	  	  	 
LSM12 	 109 	 123 	 94 	  	  	 
G6PC3 	 364 	 601 	 417 	  	  	 
HDAC5 	 1318 	 1746 	 2231 	  	  	 
LOC105371789 	 0 	 0 	 1 	  	  	 
HROB 	 108 	 118 	 136 	  	  	 
ASB16 	 35 	 56 	 101 	  	  	 
ASB16-AS1 	 121 	 172 	 225 	  	  	 
TMUB2 	 897 	 1069 	 875 	  	  	 
ATXN7L3 	 1479 	 1836 	 1219 	  	  	 
UBTF 	 2380 	 2620 	 2845 	  	  	 
